fare_id,price,currency_type,payment_method,transfers,transfer_duration
438295,7.55,USD,1,,
438296,2.55,USD,1,,
438297,2.55,USD,1,,
438298,2.55,USD,1,,
438299,4.05,USD,1,,
438300,13.60,USD,1,,
438301,8.75,USD,1,,
438302,9.70,USD,1,,
438303,10.05,USD,1,,
438304,8.95,USD,1,,
438305,9.75,USD,1,,
438306,4.80,USD,1,,
438307,5.30,USD,1,,
438308,11.60,USD,1,,
438309,6.00,USD,1,,
438310,8.05,USD,1,,
438311,6.35,USD,1,,
438312,6.05,USD,1,,
438313,5.85,USD,1,,
438314,5.60,USD,1,,
438315,5.50,USD,1,,
438316,5.40,USD,1,,
438317,5.15,USD,1,,
438318,4.90,USD,1,,
438319,4.90,USD,1,,
438320,4.90,USD,1,,
438321,5.50,USD,1,,
438322,5.75,USD,1,,
438323,6.10,USD,1,,
438324,6.40,USD,1,,
438325,6.80,USD,1,,
438326,7.20,USD,1,,
438327,7.85,USD,1,,
438328,8.25,USD,1,,
438329,6.80,USD,1,,
438330,8.25,USD,1,,
438331,8.80,USD,1,,
438332,8.10,USD,1,,
438333,4.40,USD,1,,
438334,7.85,USD,1,,
438335,7.30,USD,1,,
438336,7.10,USD,1,,
438337,6.65,USD,1,,
438338,6.15,USD,1,,
438339,5.40,USD,1,,
438340,4.65,USD,1,,
438341,2.55,USD,1,,
438342,2.55,USD,1,,
438343,2.55,USD,1,,
438344,2.55,USD,1,,
438345,2.55,USD,1,,
438346,7.55,USD,1,,
438347,2.55,USD,1,,
438348,2.55,USD,1,,
438349,4.05,USD,1,,
438350,13.65,USD,1,,
438351,8.85,USD,1,,
438352,9.80,USD,1,,
438353,10.10,USD,1,,
438354,9.00,USD,1,,
438355,9.85,USD,1,,
438356,4.45,USD,1,,
438357,5.00,USD,1,,
438358,11.25,USD,1,,
438359,5.65,USD,1,,
438360,8.25,USD,1,,
438361,6.50,USD,1,,
438362,6.25,USD,1,,
438363,6.05,USD,1,,
438364,5.80,USD,1,,
438365,5.70,USD,1,,
438366,5.60,USD,1,,
438367,5.45,USD,1,,
438368,5.20,USD,1,,
438369,5.20,USD,1,,
438370,5.20,USD,1,,
438371,5.65,USD,1,,
438372,5.90,USD,1,,
438373,6.30,USD,1,,
438374,6.60,USD,1,,
438375,7.00,USD,1,,
438376,7.40,USD,1,,
438377,8.05,USD,1,,
438378,8.45,USD,1,,
438379,7.00,USD,1,,
438380,8.45,USD,1,,
438381,9.00,USD,1,,
438382,8.30,USD,1,,
438383,4.25,USD,1,,
438384,8.05,USD,1,,
438385,7.50,USD,1,,
438386,7.30,USD,1,,
438387,6.85,USD,1,,
438388,6.30,USD,1,,
438389,5.60,USD,1,,
438390,5.00,USD,1,,
438391,2.55,USD,1,,
438392,2.55,USD,1,,
438393,2.55,USD,1,,
438394,2.55,USD,1,,
438395,2.55,USD,1,,
438396,2.55,USD,1,,
438397,7.55,USD,1,,
438398,2.55,USD,1,,
438399,4.05,USD,1,,
438400,13.85,USD,1,,
438401,9.05,USD,1,,
438402,10.00,USD,1,,
438403,10.30,USD,1,,
438404,9.20,USD,1,,
438405,10.05,USD,1,,
438406,4.25,USD,1,,
438407,4.80,USD,1,,
438408,11.10,USD,1,,
438409,5.50,USD,1,,
438410,8.30,USD,1,,
438411,6.60,USD,1,,
438412,6.35,USD,1,,
438413,6.10,USD,1,,
438414,5.85,USD,1,,
438415,5.80,USD,1,,
438416,5.70,USD,1,,
438417,5.50,USD,1,,
438418,5.40,USD,1,,
438419,5.40,USD,1,,
438420,5.40,USD,1,,
438421,5.75,USD,1,,
438422,6.00,USD,1,,
438423,6.40,USD,1,,
438424,6.70,USD,1,,
438425,7.10,USD,1,,
438426,7.45,USD,1,,
438427,8.10,USD,1,,
438428,8.55,USD,1,,
438429,7.10,USD,1,,
438430,8.55,USD,1,,
438431,9.10,USD,1,,
438432,8.40,USD,1,,
438433,4.25,USD,1,,
438434,8.15,USD,1,,
438435,7.60,USD,1,,
438436,7.40,USD,1,,
438437,6.90,USD,1,,
438438,6.40,USD,1,,
438439,5.70,USD,1,,
438440,5.20,USD,1,,
438441,2.55,USD,1,,
438442,2.55,USD,1,,
438443,2.55,USD,1,,
438444,2.55,USD,1,,
438445,2.55,USD,1,,
438446,2.55,USD,1,,
438447,2.55,USD,1,,
438448,7.55,USD,1,,
438449,4.05,USD,1,,
438450,13.95,USD,1,,
438451,9.15,USD,1,,
438452,10.10,USD,1,,
438453,10.40,USD,1,,
438454,9.30,USD,1,,
438455,10.10,USD,1,,
438456,4.25,USD,1,,
438457,4.25,USD,1,,
438458,10.80,USD,1,,
438459,5.20,USD,1,,
438460,8.50,USD,1,,
438461,6.80,USD,1,,
438462,6.50,USD,1,,
438463,6.30,USD,1,,
438464,6.05,USD,1,,
438465,5.95,USD,1,,
438466,5.85,USD,1,,
438467,5.70,USD,1,,
438468,5.55,USD,1,,
438469,5.55,USD,1,,
438470,5.55,USD,1,,
438471,5.95,USD,1,,
438472,6.20,USD,1,,
438473,6.55,USD,1,,
438474,6.90,USD,1,,
438475,7.25,USD,1,,
438476,7.65,USD,1,,
438477,8.30,USD,1,,
438478,8.70,USD,1,,
438479,7.25,USD,1,,
438480,8.70,USD,1,,
438481,9.25,USD,1,,
438482,8.55,USD,1,,
438483,4.25,USD,1,,
438484,8.30,USD,1,,
438485,7.75,USD,1,,
438486,7.55,USD,1,,
438487,7.10,USD,1,,
438488,6.60,USD,1,,
438489,5.85,USD,1,,
438490,5.45,USD,1,,
438491,4.30,USD,1,,
438492,4.30,USD,1,,
438493,4.30,USD,1,,
438494,4.30,USD,1,,
438495,4.05,USD,1,,
438496,4.05,USD,1,,
438497,4.05,USD,1,,
438498,4.05,USD,1,,
438499,7.55,USD,1,,
438500,14.10,USD,1,,
438501,9.30,USD,1,,
438502,10.25,USD,1,,
438503,10.55,USD,1,,
438504,9.45,USD,1,,
438505,10.30,USD,1,,
438506,14.30,USD,1,,
438507,14.65,USD,1,,
438508,20.75,USD,1,,
438509,15.10,USD,1,,
438510,12.90,USD,1,,
438511,12.45,USD,1,,
438512,12.15,USD,1,,
438513,11.95,USD,1,,
438514,11.50,USD,1,,
438515,11.35,USD,1,,
438516,11.15,USD,1,,
438517,10.85,USD,1,,
438518,10.50,USD,1,,
438519,10.50,USD,1,,
438520,10.50,USD,1,,
438521,10.50,USD,1,,
438522,7.95,USD,1,,
438523,10.50,USD,1,,
438524,10.50,USD,1,,
438525,11.30,USD,1,,
438526,11.90,USD,1,,
438527,12.70,USD,1,,
438528,13.15,USD,1,,
438529,11.30,USD,1,,
438530,13.15,USD,1,,
438531,14.65,USD,1,,
438532,14.00,USD,1,,
438533,14.10,USD,1,,
438534,13.70,USD,1,,
438535,13.20,USD,1,,
438536,13.00,USD,1,,
438537,12.50,USD,1,,
438538,12.00,USD,1,,
438539,10.95,USD,1,,
438540,10.80,USD,1,,
438541,13.45,USD,1,,
438542,13.45,USD,1,,
438543,13.45,USD,1,,
438544,13.45,USD,1,,
438545,13.60,USD,1,,
438546,13.65,USD,1,,
438547,13.85,USD,1,,
438548,13.95,USD,1,,
438549,14.10,USD,1,,
438550,7.55,USD,1,,
438551,13.75,USD,1,,
438552,14.70,USD,1,,
438553,15.00,USD,1,,
438554,14.90,USD,1,,
438555,15.70,USD,1,,
438556,9.50,USD,1,,
438557,9.85,USD,1,,
438558,15.95,USD,1,,
438559,10.30,USD,1,,
438560,6.70,USD,1,,
438561,7.60,USD,1,,
438562,7.35,USD,1,,
438563,7.10,USD,1,,
438564,6.85,USD,1,,
438565,6.80,USD,1,,
438566,6.70,USD,1,,
438567,6.50,USD,1,,
438568,6.40,USD,1,,
438569,6.40,USD,1,,
438570,6.40,USD,1,,
438571,6.05,USD,1,,
438572,5.80,USD,1,,
438573,5.40,USD,1,,
438574,5.10,USD,1,,
438575,4.75,USD,1,,
438576,2.55,USD,1,,
438577,2.55,USD,1,,
438578,2.55,USD,1,,
438579,5.45,USD,1,,
438580,6.95,USD,1,,
438581,9.85,USD,1,,
438582,9.15,USD,1,,
438583,9.25,USD,1,,
438584,8.90,USD,1,,
438585,8.35,USD,1,,
438586,8.15,USD,1,,
438587,7.70,USD,1,,
438588,7.20,USD,1,,
438589,6.50,USD,1,,
438590,6.55,USD,1,,
438591,8.70,USD,1,,
438592,8.70,USD,1,,
438593,8.70,USD,1,,
438594,8.70,USD,1,,
438595,8.75,USD,1,,
438596,8.85,USD,1,,
438597,9.05,USD,1,,
438598,9.15,USD,1,,
438599,9.30,USD,1,,
438600,13.75,USD,1,,
438601,7.55,USD,1,,
438602,3.10,USD,1,,
438603,3.65,USD,1,,
438604,10.05,USD,1,,
438605,10.90,USD,1,,
438606,10.45,USD,1,,
438607,10.80,USD,1,,
438608,16.90,USD,1,,
438609,11.25,USD,1,,
438610,7.65,USD,1,,
438611,8.55,USD,1,,
438612,8.30,USD,1,,
438613,8.05,USD,1,,
438614,7.80,USD,1,,
438615,7.75,USD,1,,
438616,7.65,USD,1,,
438617,7.45,USD,1,,
438618,7.35,USD,1,,
438619,7.35,USD,1,,
438620,7.35,USD,1,,
438621,7.00,USD,1,,
438622,6.75,USD,1,,
438623,6.35,USD,1,,
438624,6.05,USD,1,,
438625,5.70,USD,1,,
438626,5.30,USD,1,,
438627,4.65,USD,1,,
438628,4.05,USD,1,,
438629,6.40,USD,1,,
438630,7.90,USD,1,,
438631,10.80,USD,1,,
438632,10.10,USD,1,,
438633,10.20,USD,1,,
438634,9.85,USD,1,,
438635,9.30,USD,1,,
438636,9.10,USD,1,,
438637,8.65,USD,1,,
438638,8.15,USD,1,,
438639,7.45,USD,1,,
438640,7.45,USD,1,,
438641,9.65,USD,1,,
438642,9.65,USD,1,,
438643,9.65,USD,1,,
438644,9.65,USD,1,,
438645,9.70,USD,1,,
438646,9.80,USD,1,,
438647,10.00,USD,1,,
438648,10.10,USD,1,,
438649,10.25,USD,1,,
438650,14.70,USD,1,,
438651,3.10,USD,1,,
438652,7.55,USD,1,,
438653,2.55,USD,1,,
438654,11.00,USD,1,,
438655,11.85,USD,1,,
438656,10.80,USD,1,,
438657,11.10,USD,1,,
438658,17.25,USD,1,,
438659,11.55,USD,1,,
438660,8.00,USD,1,,
438661,8.90,USD,1,,
438662,8.60,USD,1,,
438663,8.40,USD,1,,
438664,8.15,USD,1,,
438665,8.10,USD,1,,
438666,7.95,USD,1,,
438667,7.80,USD,1,,
438668,7.70,USD,1,,
438669,7.70,USD,1,,
438670,7.70,USD,1,,
438671,7.35,USD,1,,
438672,7.05,USD,1,,
438673,6.70,USD,1,,
438674,6.40,USD,1,,
438675,6.00,USD,1,,
438676,5.60,USD,1,,
438677,5.00,USD,1,,
438678,4.55,USD,1,,
438679,6.75,USD,1,,
438680,8.20,USD,1,,
438681,11.10,USD,1,,
438682,10.45,USD,1,,
438683,10.55,USD,1,,
438684,10.20,USD,1,,
438685,9.65,USD,1,,
438686,9.45,USD,1,,
438687,8.95,USD,1,,
438688,8.45,USD,1,,
438689,7.80,USD,1,,
438690,7.80,USD,1,,
438691,9.95,USD,1,,
438692,9.95,USD,1,,
438693,9.95,USD,1,,
438694,9.95,USD,1,,
438695,10.05,USD,1,,
438696,10.10,USD,1,,
438697,10.30,USD,1,,
438698,10.40,USD,1,,
438699,10.55,USD,1,,
438700,15.00,USD,1,,
438701,3.65,USD,1,,
438702,2.55,USD,1,,
438703,7.55,USD,1,,
438704,11.35,USD,1,,
438705,12.15,USD,1,,
438706,9.65,USD,1,,
438707,10.00,USD,1,,
438708,16.10,USD,1,,
438709,10.45,USD,1,,
438710,9.25,USD,1,,
438711,7.30,USD,1,,
438712,7.05,USD,1,,
438713,6.80,USD,1,,
438714,6.55,USD,1,,
438715,6.50,USD,1,,
438716,6.45,USD,1,,
438717,6.45,USD,1,,
438718,6.50,USD,1,,
438719,6.50,USD,1,,
438720,6.50,USD,1,,
438721,6.70,USD,1,,
438722,6.95,USD,1,,
438723,7.35,USD,1,,
438724,7.65,USD,1,,
438725,8.00,USD,1,,
438726,8.40,USD,1,,
438727,9.05,USD,1,,
438728,9.50,USD,1,,
438729,8.00,USD,1,,
438730,9.45,USD,1,,
438731,2.55,USD,1,,
438732,2.55,USD,1,,
438733,9.40,USD,1,,
438734,2.55,USD,1,,
438735,4.40,USD,1,,
438736,4.60,USD,1,,
438737,5.05,USD,1,,
438738,5.55,USD,1,,
438739,6.25,USD,1,,
438740,6.65,USD,1,,
438741,8.85,USD,1,,
438742,8.85,USD,1,,
438743,8.85,USD,1,,
438744,8.85,USD,1,,
438745,8.95,USD,1,,
438746,9.00,USD,1,,
438747,9.20,USD,1,,
438748,9.30,USD,1,,
438749,9.45,USD,1,,
438750,14.90,USD,1,,
438751,10.05,USD,1,,
438752,11.00,USD,1,,
438753,11.35,USD,1,,
438754,7.55,USD,1,,
438755,2.55,USD,1,,
438756,10.50,USD,1,,
438757,10.85,USD,1,,
438758,16.95,USD,1,,
438759,11.30,USD,1,,
438760,10.10,USD,1,,
438761,8.15,USD,1,,
438762,7.85,USD,1,,
438763,7.65,USD,1,,
438764,7.40,USD,1,,
438765,7.35,USD,1,,
438766,7.30,USD,1,,
438767,7.30,USD,1,,
438768,7.30,USD,1,,
438769,7.30,USD,1,,
438770,7.30,USD,1,,
438771,7.55,USD,1,,
438772,7.80,USD,1,,
438773,8.15,USD,1,,
438774,8.45,USD,1,,
438775,8.85,USD,1,,
438776,9.25,USD,1,,
438777,9.90,USD,1,,
438778,10.30,USD,1,,
438779,8.85,USD,1,,
438780,10.30,USD,1,,
438781,2.55,USD,1,,
438782,4.45,USD,1,,
438783,10.25,USD,1,,
438784,4.70,USD,1,,
438785,5.20,USD,1,,
438786,5.40,USD,1,,
438787,5.90,USD,1,,
438788,6.40,USD,1,,
438789,7.10,USD,1,,
438790,7.50,USD,1,,
438791,9.65,USD,1,,
438792,9.65,USD,1,,
438793,9.65,USD,1,,
438794,9.65,USD,1,,
438795,9.75,USD,1,,
438796,9.85,USD,1,,
438797,10.05,USD,1,,
438798,10.10,USD,1,,
438799,10.30,USD,1,,
438800,15.70,USD,1,,
438801,10.90,USD,1,,
438802,11.85,USD,1,,
438803,12.15,USD,1,,
438804,2.55,USD,1,,
438805,7.55,USD,1,,
